Date,"Order #",Status,Customer,Product(s),"Items Sold",Coupon(s),"N. Revenue"
"2020-12-14 12:40:42",4106,custom-status,new,"3× ذواقة دهن براشين - ¼-تولة",3,,258.26
"2020-12-14 12:39:43",4105,custom-status,new,"1× ذواقة دهن براشين - ¼-تولة, 1× مروكي - ¼-تولة",2,,225.22
"2020-12-14 12:06:18",4093,custom-status,new,"2× ذواقة دهن ترات الحطب - ¼-تولة",2,,172.17
"2020-12-14 11:56:03",4086,custom-status,new,"1× ذواقة مروكي فصفص سوبر - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",2,,900
"2020-12-14 11:50:31",4084,custom-status,new,"1× ذواقة دهن براشين - ¼-تولة, 1× ذواقة دقة مروكي سوبر وأقل - 50-جرام, 1× ذواقة دهن ترات الحطب - ¼-تولة",3,,433.05
"2020-12-14 11:20:50",4080,custom-status,new,"2× مروكي - ¼-تولة",2,,278.26
"2020-12-14 11:10:11",4053,custom-status,new,"1× لاوسي فاخر - ¼-تولة, 2× ذواقة دهن براشين - ¼-تولة, 1× هندي آسامي - ¼-تولة, 3× مروكي - ¼-تولة, 1× ذواقة مروكي فصفص سوبر - 50-جرام, 1× ذواقة مروكي سوبر وأقل - 50-جرام, 2× ذواقة دهن ترات الحطب - ¼-تولة",11,,1700.87
"2020-12-14 11:09:33",4050,custom-status,returning,"1× كوياي - ¼-تولة",1,,121.74
"2020-12-14 10:56:07",4037,custom-status,new,"1× ذواقة دهن براشين - ¼-تولة, 1× ذواقة دهن ترات الحطب - ¼-تولة, 1× ذواقة هندي سلا سوبر مرتفع - 50-جرام",3,,650.44
"2020-12-14 10:50:49",4034,custom-status,new,"1× هندي آسامي - ¼-تولة",1,,117.39
"2020-12-14 10:50:39",4033,custom-status,new,"2× ذواقة قشر كلمنتان وسط - 50-جرام, 2× ذواقة قشر كلمنتان صغير - 50-جرام, 2× ذواقة هندي سلا سوبر مرتفع - 50-جرام",6,,2156.52
"2020-12-14 10:24:08",4021,custom-status,new,"1× ذواقة هندي سلا سوبر مرتفع - 50-جرام",1,,478.26
"2020-12-14 10:22:44",4018,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",2,,1591.3
"2020-12-14 10:11:46",4004,custom-status,new,"2× ذواقة دهن ترات الحطب - ¼-تولة",2,,172.17
"2020-12-14 10:04:09",4003,custom-status,new,"1× ذواقة قشر كلمنتان صغير - 50-جرام",1,,278.26
"2020-12-14 01:43:50",3988,custom-status,new,"1× هندي سوبر وأقل - 100-جرام",1,,504.35
"2020-12-13 23:51:22",3986,custom-status,new,"1× هندي ميني دبل سوبر - 50-جرام",1,,734.78
"2020-12-13 22:35:44",3969,custom-status,new,"1× مروكي دقة سوبر وأقل - 100-جرام",1,,573.91
"2020-12-13 20:43:55",3964,custom-status,new,"2× مروكي ميني سوبر وأقل - 500-جرام",2,,6000
"2020-12-13 20:22:53",3962,custom-status,new,"1× براشين - ¼-تولة, 1× هندي آسامي - ¼-تولة",2,,230.43
"2020-12-13 17:12:25",3957,custom-status,new,"1× هندي سوبر وأقل - 100-جرام, 1× هندي آسامي - ¼-تولة, 1× فيتنامي - ¼-تولة, 1× هندي -H - ¼-تولة",4,,945.65
"2020-12-13 14:00:10",3937,custom-status,new,"1× مروكي دقة سوبر وأقل - 50-جرام, 1× دقة كلمنتان مالينو - 50-جرام, 1× مروكي - ¼-تولة, 1× ترات - ¼-تولة",4,,704.35
"2020-12-13 13:45:39",3933,custom-status,new,"1× مروكي قديم سوبر وأقل - 50-جرام",1,,295.65
"2020-12-13 10:46:10",3901,custom-status,returning,"1× كوياي - ¼-تولة, 1× هندي -H - ¼-تولة, 1× براشين - ¼-تولة, 1× براشين الخاص - ¼-تولة, 1× مروكي قديم مصبوغ مرتفع - 50-جرام, 1× مروكي حي - 100-جرام",6,,1602.17
"2020-12-13 09:42:25",3898,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام",1,,1060.87
"2020-12-13 00:13:38",3893,custom-status,new,"1× مروكي قديم سوبر مرتفع - 50-جرام, 1× مروكي قديم سوبر وأقل - 50-جرام",2,,813.04
